"title","directedBy","starring","avgRating","imdbId","item_id","genre","star","writer","company","country","year","group"
"Old School","Todd Phillips","Luke Wilson, Will Ferrell, Vince Vaughn, Jeremy Piven, Ellen Pompeo, Juliette Lewis, Leah Remini, Perrey Reeves, Craig Kilborn, Elisha Cuthbert, Seann William Scott, Matt Walsh, Artie Lange, Patrick Fischler, Sara Tanaka, Harve Presnell, Andy Dick",3.5954,302886,6188,"Comedy","Luke Wilson","Court Crandall","Dreamworks Pictures","United States",2003,3
"Mighty Ducks, The","Stephen Herek","Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson, Elden Henson, M.C. Gainey, Matt Doherty, Brandon Quintin Adams, J.D. Daniels, Garette Ratliff Henson, Marguerite Moreau, Danny Tamberelli, John Beasley, Brock Pierce, Steven Brill",2.90825,104868,2082,NA,NA,NA,NA,NA,NA,91
"Red Dragon","Brett Ratner","Ralph Fiennes, Anthony Hopkins, Harvey Keitel, Edward Norton, Philip Seymour Hoffman, Mary-Louise Parker, Ken Leung",3.56355,289765,5630,"Crime","Anthony Hopkins","Thomas Harris","Universal Pictures","Germany",2002,1
"Persepolis","Vincent Paronnaud, Marjane Satrapi","Simon Abkarian, Chiara Mastroianni, Catherine Deneuve, Danielle Darrieux, Gabrielle Lopes",3.93648,808417,55442,"Animation","Chiara Mastroianni","Marjane Satrapi","2.4.7. Films","France",2007,1
"American President, The","Rob Reiner","Michael Douglas, Michael J. Fox, Martin Sheen, Annette Bening, Richard Dreyfuss",3.66058,112346,11,NA,NA,NA,NA,NA,NA,12
"The Count of Monte Cristo","Kevin Reynolds","James Caviezel, Guy Pearce, Richard Harris, James Frain, Dagmara Dominczyk",3.79183,245844,5064,"Action","Jim Caviezel","Alexandre Dumas","Touchstone Pictures","United Kingdom",2002,4
"Harry Potter and the Chamber of Secrets","Chris Columbus","Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Harris, Maggie Smith, Robbie Coltrane, Alan Rickman, Kenneth Branagh, John Cleese, Mark Williams, Julie Walters, Tom Felton, Jason Isaacs, David Bradley, Richard Griffiths, Fiona Shaw",3.64802,295297,5816,"Adventure","Daniel Radcliffe","J.K. Rowling","Warner Bros.","United Kingdom",2002,1
"Bourne Legacy, The","Tony Gilroy","Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton, Michael Chernus, Corey Stoll, Rachel Weisz, Zeljko Ivanek, Albert Finney, Dennis Boutsikaris, Oscar Isaac, David Strathairn, Corey Johnson, Michael Papajohn, Joan Allen, Paddy Considine",3.44081,1194173,91535,NA,NA,NA,NA,NA,NA,92
"Schindler's List","Steven Spielberg","Ralph Fiennes, Ben Kingsley, Liam Neeson, Caroline Goodall, Jonathan Sagall, Embeth Davidtz",4.24646,108052,527,"Biography","Liam Neeson","Thomas Keneally","Universal Pictures","United States",1993,1
"The Intern","Nancy Meyers","Robert De Niro,Anne Hathaway,Anders Holm,Rene Russo,Adam DeVine,Zack Pearlman,Jason Orley,Nat Wolff,Celia Weston,Steve Vinovich,Mary Kay Place",3.69244,2361509,140110,"Comedy","Robert De Niro","Nancy Meyers","Waverly Films","United States",2015,3
"Social Network, The","David Fincher","Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Josh Pence, Rooney Mara, Max Minghella, Rashida Jones, Brenda Song, Joseph Mazzello",3.77714,1285016,80463,NA,NA,NA,NA,NA,NA,2
"9","Shane Acker","Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore, Elijah Wood",3.45896,472033,71057,"Animation","Elijah Wood","Pamela Pettler","Focus Features","United States",2009,1
"Howl's Moving Castle","Hayao Miyazaki","Chieko Baishô, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin, Ryûnosuke Kamiki, Lauren Bacall, Jean Simmons, Christian Bale, Blythe Danner, Emily Mortimer, Josh Hutcherson, Billy Crystal, Jena Malone, Carlos Alazraqui",4.10625,347149,31658,"Animation","Chieko Baishô","Hayao Miyazaki","Buena Vista Home Entertainment","Japan",2004,1
"Three Kings","David O. Russell","George Clooney, Ice Cube, Spike Jonze, Mark Wahlberg, Cliff Curtis, Nora Dunn, Jamie Kennedy, Saïd Taghmaoui",3.57549,120188,2890,"Action","George Clooney","John Ridley","Warner Bros.","United States",1999,4
"Birdcage, The","Mike Nichols","Gene Hackman, Nathan Lane, Robin Williams, Dianne Wiest, Dan Futterman, Calista Flockhart, Hank Azaria",3.52284,115685,141,NA,NA,NA,NA,NA,NA,93
"Tremors","Ron Underwood","Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",3.37256,100814,6659,"Comedy","Kevin Bacon","S.S. Wilson","Universal Pictures","United States",1990,3
"Bad Boys","Michael Bay","Will Smith, Martin Lawrence, Tchéky Karyo, Téa Leoni, Theresa Randle, Joe Pantoliano, Marg Helgenberger, Nestor Serrano, Julio Oscar Mechoso, Michael Imperioli, Michael Taliferro, Marc Macaulay, Saverio Guerra, Shaun Toub, Kevin Corrigan, John Salley, Kim Coates",3.28001,112442,145,"Action","Will Smith","George Gallo","Don Simpson/Jerry Bruckheimer Films","United States",1995,4
"Big Hero 6","Don Hall, Chris Williams","Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller, Genesis Rodriguez, Damon Wayans Jr., Maya Rudolph, James Cromwell, Alan Tudyk, Charles Adler, Daniel Henney",3.88618,2245084,115617,"Animation","Ryan Potter","Jordan Roberts","FortyFour Studios","United States",2014,1
"Scary Movie 2","Keenen Ivory Wayans","Veronica Cartwright, Andy Richter, Natasha Lyonne, Robert Schimmel, James Woods, Anna Faris, Marlon Wayans, Christopher Masterson, Shawn Wayans, James DeBello, Regina Hall, Tori Spelling, Tim Curry, David Cross, Kathleen Robertson, Colleen Fitzpatrick, Chris Elliott, Suli McCullough, Richard Moll, Beetlejuice,",2.40247,257106,4388,"Comedy","Anna Faris","Shawn Wayans","Dimension Films","United States",2001,3
"Thor","Kenneth Branagh","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Kat Dennings, Clark Gregg, Idris Elba, Colm Feore, Ray Stevenson, Tadanobu Asano, Josh Dallas, Jaimie Alexander, Rene Russo, Dale Godboldo, Stan Lee, Joel McCrary, Samuel L. Jackson, Jeremy Renner",3.35135,800369,86332,"Action","Chris Hemsworth","Ashley Miller","Paramount Pictures","United States",2011,4
"Sucker Punch","Zack Snyder","Emily Browning, Vanessa Hudgens, Abbie Cornish, Jena Malone, Jamie Chung, Carla Gugino, Oscar Isaac, Jon Hamm, Scott Glenn",2.90314,978764,85510,"Action","Emily Browning","Zack Snyder","Warner Bros.","United States",2011,4
"Ocean's Eleven","Steven Soderbergh","George Clooney, Bernie Mac, Brad Pitt, Elliott Gould, Casey Affleck, Scott Caan, Carl Reiner, Matt Damon, Andy Garcia, Julia Roberts, Don Cheadle",3.81351,240772,4963,"Crime","George Clooney","George Clayton Johnson","Warner Bros.","United States",2001,1
"Cabin in the Woods, The","Drew Goddard","Kristen Connelly, Fran Kranz, Richard Jenkins, Bradley Whitford, Chris Hemsworth, Jesse Williams, Amy Acker, Anna Hutchison, Brian White",3.64537,1259521,93840,NA,NA,NA,NA,NA,NA,94
"Star Trek: First Contact","Jonathan Frakes","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden, Marina Sirtis, Alfre Woodard, James Cromwell, Alice Krige, Robert Picardo, Dwight Schultz",3.66481,117731,1356,"Action","Patrick Stewart","Gene Roddenberry","Digital Image Associates","United States",1996,4
"Pitch Perfect","Jason Moore","Anna Kendrick, Brittany Snow, Anna Camp, Rebel Wilson, Alexis Knapp, Ester Dean, Elizabeth Banks, John Michael Higgins, Joe Lo Truglio, Donald Faison, Christopher Mintz-Plasse",3.52701,1981677,96588,"Comedy","Anna Kendrick","Kay Cannon","Brownstone Productions (II)","United States",2012,3
"School of Rock","Richard Linklater","Jack Black, Joan Cusack, Mike White, Sarah Silverman",3.38924,332379,6863,"Comedy","Jack Black","Mike White","Paramount Pictures","United States",2003,3
"Striptease","Andrew Bergman","Armand Assante, Burt Reynolds, Ving Rhames, Demi Moore",2.41379,117765,762,"Comedy","Demi Moore","Carl Hiaasen","Castle Rock Entertainment","United States",1996,3
"Frozen","Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk, Ciarán Hinds, Edie McClurg, Robert Pine, Maurice LaMarche, Nicholas Guest, Fred Tatasciore",3.47268,2294629,106696,"Animation","Kristen Bell","Jennifer Lee","Walt Disney Animation Studios","United States",2013,1
"Hidden Figures","Theodore Melfi","Taraji P. Henson,Octavia Spencer,Janelle Monae,Kevin Costner,Aldis Hodge",4.00653,4846340,166643,"Biography","Taraji P. Henson","Allison Schroeder","Fox 2000 Pictures","United States",2016,1
"Sleepy Hollow","Tim Burton","Johnny Depp, Michael Gambon, Christina Ricci, Miranda Richardson, Christopher Walken",3.52346,162661,3081,"Fantasy","Johnny Depp","Washington Irving","Paramount Pictures","United States",1999,1
"How to Lose a Guy in 10 Days","Donald Petrie","Kate Hudson, Matthew McConaughey, Kathryn Hahn, Adam Goldberg, Thomas Lennon, Michael Michele, Shalom Harlow, Robert Klein, Bebe Neuwirth, Celia Weston, Tony Longo, Marv Albert",3.18334,251127,6155,"Comedy","Kate Hudson","Michele Alexander","Lynda Obst Productions","United States",2003,3
"Birdman: Or","Alejandro González Iñárritu","Michael Keaton, Edward Norton, Emma Stone, Naomi Watts, Andrea Riseborough, Zach Galifianakis, Amy Ryan, Natalie Gold, Bill Camp",3.73363,2562232,112183,NA,NA,NA,NA,NA,NA,2
"Hitchhiker's Guide to the Galaxy, The","Garth Jennings","Martin Freeman, Mos Def, Sam Rockwell, Zooey Deschanel, Bill Nighy, Warwick Davis, Anna Chancellor, Alan Rickman, Helen Mirren, Stephen Fry, John Malkovich, Thomas Lennon, Kelly Macdonald, Richard Griffiths, Dominique Jackson, Ian McNeice, Steve Pemberton, Peter Burroughs, Garth Jennings, Zoe Kubaisi, Jason Schwartzman, Edgar Wright",3.44095,371724,33004,NA,NA,NA,NA,NA,NA,95
"Gone in 60 Seconds","Dominic Sena","Nicolas Cage, Giovanni Ribisi, Angelina Jolie, T.J. Cross, William Lee Scott, Scott Caan, Robert Duvall, Christopher Eccleston, Vinnie Jones",3.09752,187078,3717,"Action","Nicolas Cage","H.B. Halicki","Touchstone Pictures","United States",2000,4
"Passengers","Morten Tyldum","Chris Pratt,Jennifer Lawrence,Michael Sheen,Laurence Fishburne,Aurora Perrineau",3.51358,1355644,166635,"Drama","Jennifer Lawrence","Jon Spaihts","Columbia Pictures","United States",2016,2
"Incredibles, The","Brad Bird","Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee, Jean Sincere, Wallace Shawn, Spencer Fox, Sarah Vowell, Elizabeth Peña, John Ratzenberger, ",3.85157,317705,8961,NA,NA,NA,NA,NA,NA,96
"White Men Can't Jump","Ron Shelton","Woody Harrelson, Wesley Snipes, Tyra Ferrell, Rosie Perez",3.12817,105812,3263,"Comedy","Wesley Snipes","Ron Shelton","Twentieth Century Fox","United States",1992,3
"House of Flying Daggers","Yimou Zhang","Takeshi Kaneshiro, Andy Lau, Ziyi Zhang, Dandan Song",3.72261,385004,8983,"Action","Ziyi Zhang","Feng Li","Beijing New Picture Film","China",2004,4
"Spider-Man 2","Sam Raimi","Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Bruce Campbell",3.44009,316654,8636,"Action","Tobey Maguire","Stan Lee","Columbia Pictures","United States",2004,4
"Wild Things","John McNaughton","Kevin Bacon, Matt Dillon, Neve Campbell, Denise Richards, Theresa Russell, Bill Murray",3.19408,120890,1805,"Crime","Kevin Bacon","Stephen Peters","Mandalay Entertainment","United States",1998,1
"Last of the Mohicans, The","Michael Mann","Daniel Day-Lewis, Russell Means, Madeleine Stowe, Steven Waddington, Eric Schweig, Wes Studi, Terry Kinney, Pete Postlethwaite",3.70975,104691,1408,NA,NA,NA,NA,NA,NA,9
"Lilo & Stitch","Dean DeBlois, Chris Sanders","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames",3.53608,275847,5444,"Animation","Daveigh Chase","Chris Sanders","Walt Disney Pictures","United States",2002,1
"Alien: Resurrection","Jean-Pierre Jeunet","Ron Perlman, Dominique Pinon, Winona Ryder, Sigourney Weaver, Michael Wincott, Dan Hedaya, Brad Dourif",3.03512,118583,1690,"Action","Sigourney Weaver","Dan O'Bannon","Brandywine Productions","United States",1997,4
"Goodfellas","Martin Scorsese","Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Debi Mazar, Kevin Corrigan, Michael Imperioli, Johnny Williams, Tony Sirico, Joe D'Onofrio, Illeana Douglas, Samuel L. Jackson, Tony Lip, Vincent Pastore, Vincent Gallo, Peter Onorati, Tobin Bell, Billy L. Sullivan",4.18818,99685,1213,"Biography","Robert De Niro","Nicholas Pileggi","Warner Bros.","United States",1990,1
"One Hour Photo","Mark Romanek","Robin Williams, Connie Nielsen, Dylan Smith, Michael Vartan,",3.31003,265459,5528,"Drama","Robin Williams","Mark Romanek","Fox Searchlight Pictures","United States",2002,2
"Iron Man 3","Shane Black","Robert Downey Jr., Gwyneth Paltrow, Guy Pearce, Ben Kingsley, Don Cheadle, Rebecca Hall, Jon Favreau, James Badge Dale, Stephanie Szostak, Paul Bettany, William Sadler, Dale Dickey, Miguel Ferrer, Xueqi Wang, Bingbing Fan, Shaun Toub, Tom Virtue, Yvonne Zima, Linden Ashby, Spencer Garrett, Mark Ruffalo, Michael Shamus Wiles",3.48897,1300854,102125,"Action","Robert Downey Jr.","Drew Pearce","Marvel Studios","United States",2013,4
"Scent of a Woman","Martin Brest","Chris O'Donnell, Al Pacino, James Rebhorn, Gabrielle Anwar, Philip Seymour Hoffman",3.78174,105323,3252,"Drama","Al Pacino","Giovanni Arpino","Universal Pictures","United States",1992,2
"Day After Tomorrow, The","Roland Emmerich","Dennis Quaid, Jake Gyllenhaal, Sela Ward, Ian Holm, Emmy Rossum",3.06396,319262,8361,NA,NA,NA,NA,NA,NA,97
"Pirates of the Caribbean: Dead Man's Chest","Gore Verbinski","Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport, Bill Nighy, Jonathan Pryce, Lee Arenberg, Mackenzie Crook, Kevin McNally, David Bailie, Stellan Skarsgaard, Tom Hollander, Geoffrey Rush, Naomie Harris, Vanessa Branch, Lauren Maher",3.4576,383574,45722,"Action","Johnny Depp","Ted Elliott","Walt Disney Pictures","United States",2006,4
"Twilight Saga: New Moon, The","Chris Weitz","Kristen Stewart, Robert Pattinson, Taylor Lautner, Billy Burke, Anna Kendrick, Michael Welch, Justin Chon, Christian Serratos, Ashley Greene, Jackson Rathbone, Michael Sheen, Peter Facinelli, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Graham Greene, Dakota Fanning",2.33687,1259571,72407,NA,NA,NA,NA,NA,NA,98
"Aeon Flux","Karyn Kusama","Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner,",2.91627,402022,37386,NA,NA,NA,NA,NA,NA,99
"Reality Bites","Ben Stiller","Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn, Ben Stiller, Swoosie Kurtz, Joe Don Baker, Renée Zellweger, John Mahoney, John Walsh, Andy Dick, Keith David, Pat Crawford Brown, Karen Duffy, Anthony Robbins, David Spade, Jeanne Tripplehorn",3.26055,110950,372,"Comedy","Winona Ryder","Helen Childress","Jersey Films","United States",1994,3
"Bowling for Columbine","Michael Moore","Michael Moore, Charlton Heston, Dick Clark",3.69453,310793,5669,NA,NA,NA,NA,NA,NA,100
"Freaky Friday","Mark Waters","Jamie Lee Curtis, Lindsay Lohan, Harold Gould, Janet Choi",3.04512,322330,6593,"Comedy","Jamie Lee Curtis","Mary Rodgers","Casual Friday Productions","United States",2003,3
"Gone Girl","David Fincher","Ben Affleck, Rosamund Pike, Missi Pyle, Neil Patrick Harris, Scoot McNairy, Boyd Holbrook, Lee Norris, Tyler Perry, Patrick Fugit, Sela Ward, Emily Ratajkowski, Kim Dickens, Lola Kirke, David Clennon, Carrie Coon",3.95121,2267998,112556,"Drama","Ben Affleck","Gillian Flynn","Twentieth Century Fox","United States",2014,2
"Tropic Thunder","Ben Stiller","Ben Stiller, Jack Black, Robert Downey Jr., Steve Coogan, Nick Nolte, Jay Baruchel, Tom Cruise, Matthew McConaughey, Brandon T. Jackson, Danny McBride",3.4001,942385,61132,"Action","Ben Stiller","Justin Theroux","Dreamworks Pictures","United States",2008,4
"X-Men Origins: Wolverine","Gavin Hood","Hugh Jackman, Liev Schreiber, Danny Huston, Will i Am, Dominic Monaghan, Taylor Kitsch, Ryan Reynolds",3.15736,458525,68319,"Action","Hugh Jackman","David Benioff","Twentieth Century Fox","United States",2009,4
"The Hunger Games: Mockingjay - Part 2","Francis Lawrence","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland,Philip Seymour Hoffman,Julianne Moore,Willow Shields,Sam Claflin,Elizabeth Banks,Mahershala Ali,Jena Malone,Jeffrey Wright,Paula Malcomson,Stanley Tucci,Natalie Dormer,Evan Ross,Elden Henson,Wes Chatham,Sarita Choudhury,Michelle Forbes,Gwendoline Christie,Robert Knepper,Toby Jones",3.41164,1951266,135133,"Action","Jennifer Lawrence","Peter Craig","Lionsgate","United States",2015,4
"Hot Shots!","Jim Abrahams","Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges, Kevin Dunn, Jon Cryer, William O'Leary, Kristy Swanson, Efrem Zimbalist Jr., Bill Irwin, Ryan Stiles, Don Lake, Jimmy Lennon Jr., Charles Barkley, Bill Laimbeer, ",3.28351,102059,5541,"Action","Charlie Sheen","Jim Abrahams","Twentieth Century Fox","United States",1991,4
"Hanna","Joe Wright"," Saoirse Ronan, Cate Blanchett, Eric Bana",3.49074,993842,86190,"Action","Saoirse Ronan","Seth Lochhead","Focus Features","United States",2011,4
"Monsters vs. Aliens","Rob Letterman, Conrad Vernon","Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland, Rainn Wilson, Stephen Colbert, Paul Rudd, Julie White, Jeffrey Tambor, Amy Poehler, Ed Helms, Renée Zellweger, John Krasinski",3.09102,892782,67408,"Animation","Reese Witherspoon","Maya Forbes","DreamWorks Animation","United States",2009,1
"Sin City","Robert Rodriguez, Frank Miller","Jessica Alba, Rosario Dawson, Bruce Willis, Benicio Del Toro, Clive Owen, Mickey Rourke, Jaime King, Carla Gugino, Nick Stahl, Rutger Hauer, Powers Boothe, Elijah Wood, Brittany Murphy, Michael Madsen",3.76828,401792,32587,"Crime","Mickey Rourke","Frank Miller","Dimension Films","United States",2005,1
"Knocked Up","Judd Apatow","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jason Segel, Jay Baruchel, Jonah Hill, Martin Starr, Charlyne Yi, Joanna Kerns, Harold Ramis, Alan Tudyk, Kristen Wiig, Bill Hader, Ken Jeong, Craig Robinson, Tim Bagley, Adam Scott, J.P. Manoux, Mo Collins, B.J. Novak, Wayne Federman, Steven Brill, Stormy Daniels, Nautica Thorn, Jessica Alba, Steve Carell, Andy Dick, James Franco, Eva Mendes, Ryan Seacrest, Dax Shepard",3.40438,478311,52973,"Comedy","Seth Rogen","Judd Apatow","Universal Pictures","United States",2007,3
"Drive","Nicolas Winding Refn","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks, Ron Perlman",3.84624,780504,88129,"Crime","Ryan Gosling","Hossein Amini","FilmDistrict","United States",2011,1
"Clash of the Titans","Louis Leterrier","Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Mads Mikkelsen, Ashraf Barhom, Nicholas Hoult, Vincent Regan, Pete Postlethwaite, Elizabeth McGovern, Danny Huston",2.71533,800320,76175,"Action","Sam Worthington","Travis Beacham","Warner Bros.","United States",2010,4
"Mystery Men","Kinka Usher","Hank Azaria, Greg Kinnear, Claire Forlani, Janeane Garofalo, William H. Macy, Lena Olin, Geoffrey Rush, Ben Stiller, Wes Studi, Tom Waits, Eddie Izzard",3.03878,132347,2723,"Action","Ben Stiller","Neil Cuthbert","Universal Pictures","United States",1999,4
"Lucy","Luc Besson","Scarlett Johansson, Morgan Freeman, Amir Waked, Choi Min-sik",3.10099,2872732,111360,"Action","Scarlett Johansson","Luc Besson","EuropaCorp","France",2014,4
"Hollow Man","Paul Verhoeven","Elisabeth Shue, Kevin Bacon, Josh Brolin, Kim Dickens, Greg Grunberg, Joey Slotnick, Mary Randle, William Devane, Rhona Mitra, ",2.55081,164052,3826,"Action","Kevin Bacon","Gary Scott Thompson","Columbia Pictures","United States",2000,4
"Junior","Ivan Reitman","Danny DeVito, Frank Langella, Arnold Schwarzenegger, Emma Thompson",2.67455,110216,256,"Comedy","Arnold Schwarzenegger","Kevin Wade","Universal Pictures","United States",1994,3
"Kiss Kiss Bang Bang","Shane Black","Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen, Larry Miller, Shannyn Sossamon",3.84338,373469,38061,"Comedy","Robert Downey Jr.","Brett Halliday","Warner Bros.","United States",2005,3
"Home Alone 2: Lost in New York","Chris Columbus","Macaulay Culkin, Joe Pesci, Daniel Stern, Catherine O'Hara",2.70685,104431,2953,"Adventure","Macaulay Culkin","John Hughes","Twentieth Century Fox","United States",1992,1
"","Marc Webb","Joseph Gordon-Levitt, Zooey Deschanel, Geoffrey Arend, Chloë Grace Moretz, Matthew Gray Gubler",3.73968,1022603,69757,NA,NA,NA,NA,NA,NA,101
"Sunshine","Danny Boyle","Cillian Murphy, Rose Byrne, Cliff Curtis, Chris Evans, Michelle Yeoh, Mark Strong, Troy Garity, Benedict Wong, Hiroyuki Sanada",3.64145,448134,52328,"Sci-Fi","Cillian Murphy","Alex Garland","DNA Films","United Kingdom",2007,1
"Into the Wild","Sean Penn","Emile Hirsch, Hal Holbrook, Catherine Keener, Kristen Stewart, Jena Malone",3.87035,758758,55247,"Adventure","Emile Hirsch","Sean Penn","Paramount Vantage","United States",2007,1
"Prince of Egypt, The","Brenda Chapman, Steve Hickner, Simon Wells","Ralph Fiennes, Val Kilmer, Sandra Bullock, Michelle Pfeiffer, Jeff Goldblum, Danny Glover, Patrick Stewart, Helen Mirren, Steve Martin, Martin Short",3.44152,120794,2394,NA,NA,NA,NA,NA,NA,102
"13th Warrior, The","Michael Crichton, John McTiernan","Antonio Banderas, Vladimir Kulich, Daniel Southern, Dennis Storhøi, Maria Bonnevie, Omar Sharif",3.13221,120657,2826,NA,NA,NA,NA,NA,NA,103
"Searching for Bobby Fischer","Steven Zaillian","Ben Kingsley, Joe Mantegna, Max Pomeranc, Joan Allen, Laurence Fishburne",3.83194,108065,529,"Biography","Joe Mantegna","Fred Waitzkin","Mirage Enterprises","United States",1993,1
"Guardians of the Galaxy","James Gunn","Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana, Dave Bautista, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, Benicio Del Toro, Laura Haddock, Peter Serafinowicz, Gregg Henry, Josh Brolin",3.93193,2015381,112852,"Action","Chris Pratt","James Gunn","Marvel Studios","United States",2014,4
"English Patient, The","Anthony Minghella","Willem Dafoe, Ralph Fiennes, Juliette Binoche, Kristin Scott Thomas",3.63453,116209,1183,NA,NA,NA,NA,NA,NA,7
"Man of Steel","Zack Snyder","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane, Russell Crowe, Antje Traue, Harry Lennix, Richard Schiff, Christopher Meloni, Kevin Costner, Ayelet Zurer, Laurence Fishburne, Mackenzie Gray, Julian Richings, Michael Kelly, David Paetkau, Ian Tracey, Carla Gugino",3.09802,770828,103042,"Action","Henry Cavill","David S. Goyer","Warner Bros.","United States",2013,4
"Mummy Returns, The","Stephen Sommers","Brendan Fraser, Dwayne Johnson, John Hannah, Arnold Vosloo, Rachel Weisz, Oded Fehr, Patricia Velasquez",2.97434,209163,4270,NA,NA,NA,NA,NA,NA,5
"Mulan","Tony Bancroft, Barry Cook","Eddie Murphy, Soon-Tek Oh, B.D. Wong, Ming-Na",3.73837,120762,1907,"Animation","Ming-Na Wen","Robert D. San Souci","Walt Disney Animation Studios","United States",1998,1
"Untitled Spider-Man Reboot","Jon Watts","Marisa Tomei, Tom Holland",3.79843,2250912,122926,NA,NA,NA,NA,NA,NA,104
"Gosford Park","Robert Altman","Michael Gambon, Camilla Rutherford, Kristin Scott Thomas, Maggie Smith, Ryan Phillippe, Kelly Macdonald, Clive Owen, Helen Mirren, Emily Watson",3.60958,280707,5013,"Comedy","Maggie Smith","Julian Fellowes","USA Films","United States",2001,3
"French Kiss","Lawrence Kasdan","Timothy Hutton, Kevin Kline, Jean Reno, Meg Ryan",3.30813,113117,236,"Comedy","Meg Ryan","Adam Brooks","Polygram Filmed Entertainment","United Kingdom",1995,3
"Intouchables","Olivier Nakache, Eric Toledano","François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",4.13423,1675434,92259,NA,NA,NA,NA,NA,NA,105
"The Hateful Eight","Quentin Tarantino","Channing Tatum,Jennifer Jason Leigh,Samuel L. Jackson,Walton Goggins,Kurt Russell,Tim Roth,Zoë Bell,Michael Madsen,Bruce Dern,Demian Bichir,James Parks",3.87695,3460252,128360,"Crime","Samuel L. Jackson","Quentin Tarantino","Visiona Romantica","United States",2015,1
"X-Men: Apocalypse","Bryan Singer","Jennifer Lawrence,Hugh Jackman,Michael Fassbender,James McAvoy,Channing Tatum",3.22344,3385516,122924,"Action","James McAvoy","Simon Kinberg","Twentieth Century Fox","United States",2016,4
"Horrible Bosses","Seth Gordon","Jason Bateman, Charlie Day, Jason Sudeikis, Jennifer Aniston, Colin Farrell, Kevin Spacey",3.33434,1499658,87869,"Comedy","Jason Bateman","Michael Markowitz","New Line Cinema","United States",2011,3
"Evolution","Ivan Reitman","David Duchovny, Orlando Jones, Mark Kermode, Seann William Scott, Julianne Moore",2.9138,251075,4343,"Comedy","David Duchovny","Don Jakoby","Columbia Pictures","United States",2001,3
"Species","Roger Donaldson","Grant Gelt, Ben Kingsley, Michael Madsen, Alfred Molina, Ted Prior, Natasha Henstridge",2.82639,114508,196,"Action","Natasha Henstridge","Dennis Feldman","Metro-Goldwyn-Mayer (MGM)","United States",1995,4
"La La Land","Damien Chazelle","Ryan Gosling,Emma Stone,J.K. Simmons,Finn Wittrock,John Legend",3.74808,3783958,164909,"Comedy","Ryan Gosling","Damien Chazelle","Summit Entertainment","United States",2016,3
"Adaptation","Spike Jonze","Nicolas Cage, Tilda Swinton, Chris Cooper, Meryl Streep, Brian Cox, Maggie Gyllenhaal",3.84251,268126,5902,NA,NA,NA,NA,NA,NA,106
"District 9","Neill Blomkamp","Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike, Elizabeth Mkandawie, John Summer",3.80896,1136608,70286,"Action","Sharlto Copley","Neill Blomkamp","TriStar Pictures","South Africa",2009,4
